Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,delay_band,satisfaction,satisfied_binary
Female,Loyal Customer,47,Business travel,Business,1020,3.0,1.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,5,3.0,5.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,24,Business travel,Business,2903,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2,2.0,2.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,67,Business travel,Business,2659,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,32,Business travel,Business,3037,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,1,3.0,5.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,58,Personal Travel,Eco,2475,4.0,4.0,4.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,4,1.0,3.0,1.0,29,10.0,1-15 min,satisfied,1
Male,Loyal Customer,12,Personal Travel,Eco,978,4.0,5.0,4.0,5.0,1.0,4.0,1.0,1.0,3.0,4.0,4,5.0,4.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,56,Business travel,Business,2568,3.0,1.0,1.0,1.0,5.0,3.0,2.0,3.0,3.0,3.0,3,3.0,3.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,58,Personal Travel,Business,371,3.0,5.0,5.0,1.0,2.0,3.0,5.0,1.0,1.0,5.0,1,3.0,1.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Disloyal Customer,24,Business travel,Eco,791,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,2.0,1.0,3,1.0,3.0,5.0,39,6.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,68,Personal Travel,Eco,480,3.0,4.0,3.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,3,4.0,4.0,5.0,7,6.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,46,Business travel,Business,1786,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5,5.0,5.0,3.0,1,7.0,1-15 min,satisfied,1
Male,Loyal Customer,43,Business travel,Business,1849,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,3,3.0,3.0,4.0,0,7.0,1-15 min,satisfied,1
Female,Loyal Customer,55,Business travel,Business,3634,,4.0,,4.0,4.0,5.0,5.0,4.0,4.0,1.0,1,4.0,4.0,3.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,54,Personal Travel,Business,844,4.0,5.0,5.0,2.0,2.0,4.0,4.0,3.0,3.0,5.0,3,3.0,3.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,42,Business travel,Business,3094,5.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,2,5.0,2.0,3.0,0,10.0,1-15 min,satisfied,1
Female,Loyal Customer,47,Business travel,Business,3465,1.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1,1.0,1.0,4.0,13,15.0,1-15 min,neutral or dissatisfied,0
Female,Disloyal Customer,29,Business travel,Business,1035,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,4.0,4.0,4,4.0,4.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,36,Business travel,Eco,237,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2,1.0,1.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,50,Business travel,Business,3175,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5,4.0,5.0,3.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,31,Personal Travel,Eco,760,4.0,2.0,4.0,4.0,1.0,4.0,1.0,1.0,3.0,4.0,4,4.0,4.0,1.0,17,27.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,13,Personal Travel,Eco,853,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,5.0,2.0,5,4.0,4.0,4.0,105,122.0,60+ min,neutral or dissatisfied,0
Male,Disloyal Customer,24,Business travel,Eco,446,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4,2.0,4.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,60,Business travel,Business,1071,2.0,2.0,2.0,2.0,4.0,5.0,1.0,3.0,3.0,4.0,3,5.0,3.0,1.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,42,Personal Travel,Eco,728,2.0,3.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,3,3.0,3.0,2.0,0,3.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,57,Business travel,Business,2585,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,4,4.0,3.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,42,Business travel,Business,707,2.0,2.0,4.0,2.0,2.0,5.0,4.0,3.0,3.0,4.0,3,4.0,3.0,3.0,27,11.0,1-15 min,satisfied,1
Male,Disloyal Customer,20,Business travel,Eco,861,,,,5.0,2.0,,2.0,2.0,4.0,3.0,5,3.0,5.0,2.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,51,Personal Travel,Eco,719,3.0,5.0,2.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,4,4.0,4.0,3.0,19,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,45,Business travel,Business,1790,2.0,5.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5,3.0,5.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,26,Business travel,Eco Plus,680,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5,1.0,3.0,5.0,12,27.0,16-60 min,satisfied,1
Male,Disloyal Customer,26,Business travel,Eco,888,2.0,2.0,2.0,3.0,5.0,2.0,5.0,5.0,4.0,3.0,3,2.0,4.0,5.0,51,30.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,24,Personal Travel,Eco,1660,2.0,1.0,2.0,3.0,3.0,2.0,5.0,3.0,1.0,4.0,2,2.0,2.0,3.0,0,2.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,49,Business travel,Eco,578,5.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,4,5.0,4.0,5.0,162,179.0,60+ min,satisfied,1
Female,Loyal Customer,17,Business travel,Eco,606,5.0,1.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,2,5.0,3.0,5.0,15,15.0,1-15 min,satisfied,1
Female,Loyal Customer,39,Business travel,Business,1487,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4,4.0,4.0,3.0,7,0.0,No delay,satisfied,1
Female,Loyal Customer,49,Business travel,Business,317,,1.0,1.0,1.0,3.0,4.0,5.0,4.0,4.0,4.0,4,4.0,4.0,5.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,48,Personal Travel,Eco,844,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3.0,4.0,3.0,0,1.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,52,Business travel,Business,3747,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,4,5.0,4.0,5.0,24,20.0,16-60 min,satisfied,1
Female,Loyal Customer,25,Business travel,Business,2748,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4,5.0,4.0,3.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,16,Business travel,Business,1503,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,3,2.0,3.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,58,Business travel,Business,1717,1.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,4,5.0,4.0,4.0,0,0.0,No delay,satisfied,1
Male,Disloyal Customer,8,Business travel,Business,1117,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4,4.0,3.0,3.0,0,7.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,42,Business travel,Business,1372,3.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4,4.0,3.0,4.0,141,125.0,60+ min,satisfied,1
Female,Loyal Customer,52,Business travel,Business,2768,4.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,4,2.0,4.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,47,Business travel,Eco,370,5.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,5.0,5.0,5,3.0,5.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,69,Personal Travel,Eco,1546,1.0,5.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,1,4.0,1.0,3.0,1,26.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,47,Personal Travel,Eco,1023,2.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,1,3.0,4.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,41,Business travel,Business,3636,1.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,4,5.0,4.0,2.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,40,Personal Travel,Eco,1325,4.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,4.0,2.0,4,5.0,5.0,1.0,0,9.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,56,Personal Travel,Eco,2556,1.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,5.0,1.0,5,1.0,5.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,41,Business travel,Business,1052,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3.0,4.0,4.0,6,0.0,No delay,satisfied,1
Female,Loyal Customer,40,Business travel,Eco,773,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,4,4.0,4.0,3.0,15,26.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,12,Personal Travel,Business,817,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,5,3.0,2.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,59,Personal Travel,Eco,516,4.0,5.0,3.0,4.0,1.0,3.0,1.0,1.0,5.0,3.0,4,5.0,4.0,1.0,3,0.0,No delay,satisfied,1
Female,Loyal Customer,21,Personal Travel,Eco,447,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,5,3.0,4.0,2.0,34,19.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,12,Personal Travel,Eco,462,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2,2.0,1.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,31,Business travel,Eco,361,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,3,4.0,4.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,37,Personal Travel,Eco,125,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3,4.0,3.0,2.0,6,4.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,38,Personal Travel,Eco,271,4.0,,5.0,3.0,2.0,5.0,2.0,2.0,4.0,2.0,4,3.0,5.0,2.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,45,Personal Travel,Eco,173,2.0,5.0,,1.0,2.0,,5.0,2.0,5.0,5.0,4,4.0,4.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,43,Business travel,Business,1950,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4,3.0,4.0,5.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,52,Personal Travel,Eco,719,1.0,5.0,2.0,2.0,3.0,5.0,5.0,3.0,3.0,2.0,3,3.0,3.0,3.0,0,17.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,57,Business travel,Business,153,3.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,2.0,2.0,3,4.0,2.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,13,Personal Travel,Business,337,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,2,5.0,5.0,1.0,0,18.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,45,Business travel,Business,3732,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,3.0,5.0,4.0,17,0.0,No delay,satisfied,1
Female,Loyal Customer,43,Business travel,Business,3854,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5,5.0,5.0,3.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,53,Business travel,Eco,977,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3,2.0,3.0,2.0,20,17.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,23,Business travel,Business,3073,4.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,1,3.0,3.0,5.0,0,3.0,1-15 min,satisfied,1
Female,Loyal Customer,16,Personal Travel,Eco,1379,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,4,3.0,5.0,2.0,2,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,23,Business travel,Eco,631,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,4,3.0,4.0,2.0,0,8.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,45,Personal Travel,Eco,666,2.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,5,4.0,5.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,46,Business travel,Business,2820,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,5,2.0,5.0,3.0,1,0.0,No delay,satisfied,1
Female,Loyal Customer,49,Personal Travel,Eco,577,2.0,5.0,2.0,2.0,3.0,4.0,5.0,1.0,1.0,2.0,1,4.0,1.0,3.0,23,2.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,40,Business travel,Business,2808,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4,4.0,3.0,3.0,7,2.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,19,Business travel,Business,2172,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,48,Personal Travel,Eco,1192,4.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,4.0,2,3.0,1.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,64,Business travel,Business,1773,2.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,3.0,2,4.0,2.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,23,Personal Travel,Eco,1749,2.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,4,2.0,3.0,3.0,97,89.0,60+ min,neutral or dissatisfied,0
Female,Loyal Customer,38,Business travel,Business,3753,2.0,2.0,2.0,2.0,1.0,1.0,5.0,4.0,4.0,4.0,4,4.0,4.0,1.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,41,Personal Travel,Eco,214,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,5,4.0,5.0,2.0,16,34.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,29,Personal Travel,Eco,1020,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,3,4.0,3.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,47,Business travel,Eco Plus,368,5.0,1.0,2.0,1.0,4.0,5.0,4.0,4.0,5.0,5.0,2,4.0,3.0,4.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,50,Personal Travel,Eco Plus,1448,2.0,3.0,2.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,4,3.0,1.0,4.0,20,4.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,18,Personal Travel,Eco,1127,2.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4,3.0,5.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,20,Personal Travel,Eco,545,2.0,,2.0,3.0,5.0,2.0,1.0,5.0,3.0,4.0,3,3.0,1.0,5.0,4,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,41,Business travel,Business,3238,2.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4,3.0,4.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,12,Personal Travel,Eco,2466,2.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,5,4.0,4.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,36,Personal Travel,Eco,2715,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,3.0,3,2.0,3.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,49,Business travel,Business,337,3.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4,5.0,4.0,3.0,10,0.0,No delay,satisfied,1
Female,Loyal Customer,55,Personal Travel,Eco,1608,2.0,2.0,2.0,4.0,2.0,3.0,4.0,5.0,5.0,2.0,5,3.0,5.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,43,Business travel,Business,3004,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3,1.0,2.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,49,Business travel,Business,980,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,5,4.0,4.0,3.0,11,6.0,1-15 min,neutral or dissatisfied,0
Female,Disloyal Customer,35,Business travel,Eco,1462,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,5.0,1,3.0,2.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,45,Business travel,Business,1521,1.0,1.0,3.0,1.0,3.0,5.0,4.0,5.0,5.0,5.0,5,4.0,5.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,28,Business travel,Business,862,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,1,1.0,2.0,5.0,9,5.0,1-15 min,satisfied,1
Male,Loyal Customer,60,Business travel,Business,1833,4.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,4,1.0,4.0,2.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,35,Business travel,Business,2398,2.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2,4.0,2.0,3.0,0,9.0,1-15 min,neutral or dissatisfied,0
Female,Disloyal Customer,38,Business travel,Business,349,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4,5.0,5.0,4.0,29,28.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,48,Business travel,Business,1722,4.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4,2.0,4.0,1.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,65,Personal Travel,Eco,578,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3,4.0,3.0,3.0,99,101.0,60+ min,neutral or dissatisfied,0
Male,Loyal Customer,30,Personal Travel,Eco Plus,163,3.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,4,5.0,5.0,1.0,9,11.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,51,Personal Travel,Eco,395,2.0,4.0,5.0,1.0,2.0,4.0,5.0,3.0,3.0,5.0,3,1.0,3.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Disloyal Customer,23,Business travel,Eco,416,5.0,,5.0,2.0,4.0,5.0,4.0,4.0,3.0,5.0,5,3.0,2.0,4.0,18,4.0,1-15 min,satisfied,1
Female,Loyal Customer,37,Business travel,Eco,977,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3,3.0,3.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,23,Business travel,Business,3095,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,4,3.0,3.0,5.0,9,0.0,No delay,satisfied,1
Male,Loyal Customer,32,Business travel,Business,738,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4,3.0,3.0,4.0,0,3.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,67,Personal Travel,Eco,719,3.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,3,1.0,5.0,1.0,24,14.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,65,Personal Travel,Business,226,1.0,4.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,1.0,4,5.0,4.0,3.0,37,20.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,48,Business travel,Business,1943,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5,4.0,5.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,60,Business travel,Business,2371,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4,3.0,4.0,3.0,66,61.0,60+ min,satisfied,1
Female,Loyal Customer,31,Business travel,Business,551,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3,4.0,4.0,3.0,53,48.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,22,Business travel,Eco Plus,493,4.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,2,3.0,4.0,4.0,19,6.0,1-15 min,satisfied,1
Male,Disloyal Customer,27,Business travel,Eco,925,2.0,2.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,5,1.0,4.0,5.0,4,3.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,19,Personal Travel,Eco,405,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,4,4.0,3.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,26,Business travel,Eco,1055,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4,2.0,4.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,72,Business travel,Eco,305,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3,1.0,3.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,34,Business travel,Business,589,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5,5.0,5.0,5.0,0,11.0,1-15 min,satisfied,1
Female,Loyal Customer,45,Business travel,Business,1587,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,3.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,51,Business travel,Business,3090,2.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2,4.0,2.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,26,Business travel,Eco,804,2.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,1.0,4.0,4,1.0,4.0,4.0,7,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,12,Personal Travel,Eco,719,3.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,5.0,2.0,4,4.0,4.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,72,Business travel,Eco Plus,67,2.0,5.0,3.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,3,4.0,3.0,3.0,28,18.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,45,Business travel,Eco,550,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,5.0,5.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,22,Business travel,Business,2809,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,4,5.0,4.0,5.0,36,28.0,16-60 min,satisfied,1
Female,Loyal Customer,53,Personal Travel,Eco,552,4.0,4.0,4.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,5,4.0,5.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,33,Business travel,Business,356,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5,5.0,5.0,4.0,12,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,46,Personal Travel,Business,119,4.0,,4.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4,3.0,4.0,3.0,13,32.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,54,Business travel,Business,1545,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5,4.0,5.0,4.0,1,0.0,No delay,satisfied,1
Female,Loyal Customer,40,Business travel,Eco,819,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,3,1.0,3.0,4.0,23,6.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,37,Business travel,Business,1801,2.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2,1.0,2.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,35,Business travel,Business,1658,2.0,2.0,5.0,2.0,1.0,2.0,1.0,5.0,5.0,5.0,3,3.0,5.0,3.0,6,6.0,1-15 min,satisfied,1
Female,Disloyal Customer,26,Business travel,Business,114,4.0,,5.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,5,4.0,4.0,4.0,0,13.0,1-15 min,satisfied,1
Female,Loyal Customer,62,Business travel,Eco,128,4.0,3.0,3.0,3.0,2.0,5.0,1.0,5.0,5.0,4.0,5,3.0,5.0,1.0,0,16.0,16-60 min,satisfied,1
Male,Loyal Customer,58,Business travel,Business,813,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,3,5.0,3.0,3.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,55,Personal Travel,Eco,349,2.0,3.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,2,5.0,2.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,60,Business travel,Business,1508,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3,2.0,3.0,2.0,15,15.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,15,Personal Travel,Eco,89,3.0,5.0,3.0,4.0,5.0,3.0,1.0,5.0,5.0,5.0,4,3.0,5.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,67,Personal Travel,Eco,157,4.0,1.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,3,4.0,3.0,5.0,45,33.0,16-60 min,neutral or dissatisfied,0
